label,tweet
anger,percuma balik jakarta bilang juga tidak-ada yang mengajak main! pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang!
happy,Setuju .... Apalagi bisa di buang ke tempat sampah sesuai dengan jenis nya.... Kayak sampah daur ulang dan sampah yang tidak bisa di daur ulang. #lifeatAPRIL 
anger,"    Gak usah heran Bu,yang buat kebijakan dan jdi presiden skrg satu partaimu bersama pemimpin partai sang nyonya besar.."
sadness," Pas cerita ke pak puh (bapak sepuh/masnya bapak) yang emg bisa liat, beliau langsung ikut ke kosan, pas diliat ternyata emang 'ada'. Nongkrongnya di depan gudang:( tapi ga bilang wujudnya gmn hmm"
anger,Baiknya Gubernur Anies Baswedan dimosi tidak percaya biar lengser  !          
happy,Akhir akhir ini sering nntn 86 kok makin seru ya...finally aku mikir trnyata serunya ya krna waktu proses pnangkapan berbagai kilah yang dikeluarka sama tersangk itu ya konyol2 semua kwkwkwk
love,"Terimakasih ibu ,sudah mengajarkanku membagi cinta kasih untuk orang lain . Tanpa memandang dan membanding . Dan itu semua berjalan dengan baik seiring dengan doamu. Kubalas semua dengan tangis haru dipipimu nanti ."
love,"Bersandarlah di pundaku sampai kau merasakan kenyamanan, karena sudah keharusan bagiku untuk memberikanmu rasa nyaman"
fear," Gue liat mb2 spj yang bajunya ngetat dan diatas lutut aja kaya bersyukur ""yang pakeannya terbuka gitu aja masih ngejalanin kewajiban masa gue lewat sih"" semacam ter-courage gitu"
happy,"Tadi aku happy sekali ke one fifteenth cofee, inet cepat, ada colokan, ngerjain inter dengan damai. Pantes pada betah di coffee shop lama lama."
anger,tolong bantu saya  Kenapa ya lptop saya sudah 2 kali kok gabisa buka dokumen pasti not responding.pdhal sudah pernah dibawa ke hp center smg . Apakah lptop saya termasuk produk gagal atau gimana.beli 11 maret 2018 . Dan kalo gini terus kan jadi jgkel sndri.
love,"Hijab adalah tanda bukti kasih sayang Allah SWT kepada wanita. Allah SWT menciptakan wanita dengan keindahan yang sangat sempurna. Semua tergantung kepada kita sebagai wanita, mahu menjaga keindahan yang Allah beri atau menghancurkan keindahannya. "
love,Kalau ada yang paling saya inginkan dari seseorang yang saya sayang adalah waktu dan juga kesabaran. Saya tidak begitu peduli soal sebanyak apa dia bisa memberikan materi juga janjibila dia tidak bisa menyediakan waktu dan tidak mampu menghadapi kelemahan saya. -falafu-
sadness,"Udah hampir seminggu. Tiap sahur harus dibanguninnya sama mamah. Alarm cuma matiin doang, kalo telpon mamah dimatiin sekali ditelpon terus sampe bangun. Untung dia sabar."
love,"Ternyata ""kau"" adalah alasan mengapa aku rela begadang, hingga rehat larut malam. Meski mata mulai berproses membentuk lingkaran hitam, ia sama sekali tidak kupedulikan. Mungkin rinduku terlalu dalam atau kau yang memang hobby ketiduran. Menjengkelkan, tapi aku sayang."
fear,Rasulullah.SAW Dan para Sahabat kenapa ga Kaya? Padahal Allah.SWT bisa memberikan harta yang byk utk mereka.karena pas saat mereka berkuasa.. Karena harta itu sebuah Cobaan bukan sesuatu kebaikan Allahualam
anger,"Kita masih mampu beli ini itu liburan dg uang halal kami mbak.. Buat apasih korupsi uang haram mah, anda bertindak sedemikian dan anda memandang orang lain sprti anda? Anda salah besar mbk .. And the last, Everything will come to you in the right moments"
happy,haha iya deh sudah tidur saja :p bagen sehat wkwk
anger,Kalaupun fansite ngejual hasil jepretan mereka toh uang nya lari ke idol juga. Beliin mereka hadiah dsb kan. Kpopers baru ya? Fansite sudah ada dr jaman kamera belom sebening skrg!
happy,"Pembangunan Infrastruktur membuat rakyat merasakan hadirnya negara dalam kehidupan. Tak lain karena kerja nyata pak  selama 3,5 tahun memerintah. Kedepan.. #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TetapJokowi #2019TETAPJOKOWI "
anger,"Enak ya metal bong... Bobok di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal lo Kelar hidup lo... Terjerat OTT, PDIP Pecat Bupati Purbalingga  lewat "
anger,"Otomatis lahh gue marah, gue jelasin juga ke temen gue kalau gue gak ada sedikitpun niat buat ngerebut pacar temen gue sendiri. Keak gak ada cowo lain aja, hih."
happy,"Lega banget bisa ngelepas rindu yang sudah sangat mendalam, yaa walaupun cuma jemput kamu di stasiun dan mainnya cuma dirumahmu aja. But, for me it's been very happy"
anger,ampe kalah awas kamu ya
happy,"Kita berteman beda genarasi. Asiknya kita yang tua berasa jadi muda, dan mereka yang muda belajar membahas hal-hal serius dalam masa depan. Kita berteman se asik #HonorIndonesia meskipun kadang harus mrnghadapi sifat kekanak-kanakan mereka. "
fear,"masih ditemukan harimau jawa di kampung halaman saya (saksi terpercaya) dengan semakin menurunnya jumlah makanan (kijang yang banyak diburu, juga kepemilikan senapan, saya kuatir lambat laun akan bergesekan dengan manusia  "
fear,"ayahku mau ke bali dan td aku kabarin ttg ini. trus ayah bilang ""kalo ayah wafat doain ya, blabla"" sumpah aku jadi takut banget sm yang namanya meninggal. "
sadness,"Aku tidak meminta kau hadir dalam hdpku, tapi tuhan mempertemukan aku dan kamu. Aku tidak berharap lebih darimu, kau memberi harapan dalam hdpku hingga aku bs menerimamu. Tapi saat ini kau meninggalkan aku seorang diri tanpamu."
fear," Aih, serem n sayang amat... Klau tetangga sy, kecelakaan tunggal di daerah pulogebang, katanya krn lelah gitu, pas belokan jatuh, situasi ad pasir n ad truk, lukanya smp kelihatan dagingnya... terus dy ditolongin sm tmnnya yang juga bw motor... Hti2 d"
sadness,Bagi rapot itu batin haha misalnya nih indikator kepercayaan diri teman kecil perlu dibimbing lebih baik lagi. Di satu sisi ini jadi pengingat dan cambukan kalo aku pun krisis kepercayaan diri hehe
fear,"Aku sama kayak kamu btw trauma sama laki-laki karna ayah. Semenjak lulus sekolah aku puber suka cowo lah, cowo deketin aku lah segala macem. Aku kira trauma ku sembuh tapi berkali-kali aku dikecewain laki-laki"
happy,"All We Know of Heaven, All We Need of Hell - PVRIS (2017) Gue ngikutin PVRIS dari awal, gue rasa album yang skrg lagu2nya lebih mature, sangar, dark, tapi fragile. Konsep keseluruhan album + mv + dll nya keren parah. W suka lagu Mercy, Anyone Else, sama Winter "
anger,Seperti ini sudah hampir 2minggu   Apakah ini pelayanan yang anda berikan kepada pelanggan setia? Jangan minta DM lagi DM juga percuma kalo gak ada kelanjutan nya Sama sama lah kita bahas di timeline Yg ngurusin DM udah kagak bener Lama bales nya 
love,Temenku namanya Helen. Pas SHI kemarin dia sengaja ke bandara demi aku karena aku ga bisa dateng SHI DAN DIA RELA JADI MASTERNIM NYA DAY6 sayang huhuhu 
anger,"Revisi Penelitian Lapangan ada di beberapa BAB, Ada data di salah satu hotel di jogja yang kurang dan dipermasalahin dosen penguji. Mana mungkin balik ke jogja buat nanyain data kek gitu doang. Plus informanya gabisa di hubungin. Jadi ini rasanya pengen lari dari tanggung jawab."
fear,"Gak jamin deh. Tapi gemana pak Police  , siap gak kerja tanpa pungli dan sejenisnya. Korup, pungli itu bagai addicted. Sekali nyoba, keenakan. Nambah lagi deh. #generasiantikorupsi"
fear," Wkwkwk laah aku yang masi menata hati dan menata diri stlh menjombs, & sudah nyaman jombs, malah dikenalin ama masnya, ku merasa blm pantas & takut pelarian lg, entah pelarianku yang masi blm moveon dari mantan (cowo idamanku), entah pelaria"
happy,"Be thankful for everything that happens in my life so far, its all an experience. . Iya captionnya gak nyambung sama fotonya, cuma sekedar berekspresi aja kok haha. . . . #waterfalls"
anger,Loe mau blok twiter aku apa lah aku udah gak perduli lagi hilang satu bagi aku tumbuh seribuh inget y aku kost sendri kpn yang aku mau aku bisa jadi loe jangan merasa bangga udah blok aku oke byee
anger,   Sengaja dibuat polemik.hanya tuk kepentingan politik semata.dijadikan bahan lelucon.Padahal ini masalah agama. STOP POLEMIK ISLAM NUSANTARA!
happy,"Sy bikin charity Free Iftar in the Hospital bareng temen2 alumni Al-Azhar Menganti (Gresik). Gerakan kasih menu buka puasa bt keluarga pasien di rumah sakit. Kita tambahin dengan senyum dan saling doain sesuai kewajiban kita sebagai muslim :) Masih terima donasi ya, Rek!  "
happy,Dua kaos saya yang bergambar mirip palu arit diamankan oleh orang tua Saya. Maklum kedua orang tua sya emg pengabdi setia rezim orde baru. Tapi ya itu ga masalah sih :)
sadness,"Trs emak gue naksir semua sm baju yang gue beli dong  Trs nih, beliau pen gamis yang dr hasil aku blusukan satu setengah jam cuma dpt 1 itu. Lalu bsk, beliau minta beliin."
anger,"Lha, situ sih enak di sana di datengin politisi, sambil sembunyi masih bisa ketawa-ketiwi. Disini umatmu, bergesek-gesekkan adu gas dengan lawanmu sambil membuat atau men-share berita Hoax yang berkualitas setiap hari"
happy,Tema photo Ini adalah putri popok Sedang tidur siang Hahahaha Halo semua nya~~ Akhirnya photo kimora  baru bisa posting setelah 1 bulan kimora lahir... Mohon doanya ya~~~ Makasi
happy,"Bahagiain orang terus? Kamu kapan bahagianya, Yu? Ya. Saya bahagia dengan cara itu. Asal orang lain bahagia, apalagi karena saya, bahagia saya malah jadi dua kali lipat :)"
anger,"Tidak usah menyalahkan siapa-siapa, segala keburukan yang menimpa anda adalah karena kebodohan dan kesalahan anda sendiri. Dan ini bukan penghinaan, tapi peringatan keras agar kedepan bisa lebih cerdas, jadilah"
anger,"  Hadeuh ribut aja soal Islam Nusantara ( = INDONESIA ) !! kan menurut mereka dikenal ramah oleh dunia luar gitu lho, istilah zmn now masa kagak ngerti cui ... Wlupun kenyataannya suka berlku tidak adil pada yang mnritas di neg. ini, sadar nggak"
anger,Dear    coba bisa d jelaskan kenapa tb2 aku dpt sms kaya yang paling bawah. Sampe minus 180k lagi. Kan aku kaget bangun2 nyalain hp langsung d palakin gitu. Makasih ya. 
happy,"fukudako.bali, masih menjadi ramen terbaik di lidah dan selera saya... enak ramennya, puas porsinya, kenyang akhirnya.... _/"
love,Ibu.. Pemilik cinta yang tidak habis dibagi. Kasih sayang yang tidak lelah diberi. Canda tawa yang terus menghiasi. Serta cerita yang akan terus terpatri
fear,Sobatkenthel di Duren Sawit bilang bikin aja indomie sante bae tapi lalu saya dengan bodohnya scroll timeline dan menemukan foto pocong dan suzanna yang membuat saya takut ke dapur :(((((
sadness,"Nb: jika anak didikmu tidak menyukai cara/sikapmu. Ubah! Kasihan, mereka tidak akan pernah bisa menerima apa yang engkau berikan. *Jangan mengajar dengan cara egois. Kami mencontohmu pakbuk 'siapapun' # curhatvan?"
fear,"  Tidak disemua tempat kita boleh melaksanakan sholat, salah satunya di bangunan yang didirikan untuk kekafiran (salah satunya gereja). Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. "
sadness,"Aku malu, aku hanya duduk diam berpangku angan Kini sabdanya sering terngiang Aku mati dalam angan angan Tak mampu berdiri dalam balutan kegelisahan Aku tidak berdaya dalam keada Dan kini terseok seok dalam lautan Lautan kerinduan Kepada Mu Aku rindu."
sadness,hehe iya masih sakit fir -_-
anger,"Untuk kesekian kalinya complain via socmed selalu dibalas dengan ""template"" yang selalu sama dan tidak memberikan solusi. Apakah sudah SOP nya seperti itu?"
sadness,"Iyaa sudah pgn ikut, tapi dr kmrn malemnya kyk kurg enak badan, pilek batuk.. ehh ktrusan samp sore, jadi gak enak mau prgi2 pgn halal bi halal ath ntr.. yuukkk"
sadness,"tiap minta perawatan sama mama suka dibilangin macem2 gt yang nanti ketergantungan lah yang banyak bahan kimia nya lah jdnya doi suka bikinin masker yang bener2 alami dari bengkoang,plain yoghurt kadang strawberry tapi ya gt efeknya lama ceu"
fear,"Rokok itu candu, bukan berarti tidak bisa berhenti, karna nyatanya saya juga bisa berhenti dengan kesadaran penuh. Tapi sulit. Akan lebih mudah mencegah si calon perokok daripada menasehati si keras kepala yang terlanjur memuja dan menghamba pada asap rokok."
happy,amin mokasih yo enak :) selamat ulang tahun da ade sukses selalu :D
anger,"gue juga gak ada masalah dengan Gitasav ngomong tentang sexual harassment-nya dia, yang jadi masalah ketika dia bales DM-nya Helmi. She's rude."
happy,"Minggu, 8 Juli 2018 ""Anak Gunung Krakatau"" . Berjalan lah sejauh mungkin, berlarilah secepat mungkin dan bermimpi lah setinggi-tingginya nya. Karena hidup adalah sebuah perjalanan, jadikan perjalanan semenarik mungkin untuk cerita di masa tua"
happy,Dlu sering ngumpulin uang untuk main diwartel buat telpon boneka poci yang bisa bahasa inggris sama indonesiamitosnya bisa disamperin #OldMoneyGakNgerasain
anger,"Soal jln Jatibaru,polisi tidak bs GERTAK gubernur .Emangny polisi tidak ikut pmbhasan? Jgn berpolitik. Pengaturan wilayah,hak gubernur. Persoalan Tn Abang soal turun temurun.Pelik.Perlu kesabaran.   "
fear,"Selama mreka di dlem kmr ak suruh pacarku bwa tmennya yang bisa berurusan dengan hal ghaib juga tuh. Selama di dlem kamar, yang ak dgr itu cinta teriak2, ketawa2 kunti, dan mengerang keras gt. Itu berlangsung hampir sejaman. #memetwit"
sadness,"Oh iya, ibu nya ngelahirin anak ke 3 yaitu cewek tpi gak tahu tahun berapa2 nya. Lanjut yang tadi, baru aja setahun di kasih kenikmatan datang lgi ujian buat si makmak kali ini mungkin berat. Dia di tinggal suaminya meninggal. Seketika ibu itu jadi singel parent"
anger,"Gw ngga melihat ada yang salah dengan apa yang dilakukan Via Valen. Kalo dia tersinggung dan diumbar ya suka-suka dia. Kalo dia selo dan bodo amat, ya suka-suka dia juga. U juga kalo dapat chat driver ojol ga sopan juga merasa entitled kan buat ngamuk disini wkwk."
fear,"trus udah tuh jalan kan soalnya diklaksonin mulu ama yang belakang. wkwkwkwk pas sudah ditempat yang sepi bapak yang kesenggol nungguin masa ya allah sumpah serem banget mukanya. kan pertigaan tuh, bapak yang kesenggol belok kiri yang nyenggol belok kanan. trus teriak2 lgi dong orangnya"
love,"Aku cinta bangettt sama dd terus chuchu Aku tungguin setiap hari videonya :"") Ditambah si dundun agak mirip kucing aku, jadi makin cintaaaa!!!"
anger,  1suara untuk 5 tahun. Jangan Harap suara Kami jika Para Dewan mendukung pembubaran KPK.!!! Lebih Baik BUBARKAN DPR.!
sadness,"Saya lebih fokus ke dia daripada kehidupan saya sendiri. In the end, dia memiliki kekasih lain. Saya tidak menyalahan dia, mungkin saya lagi di titik bawah hidup ini.Terus buat kalian para cewek, never ever say apa aku minta? Enggak kan"
love,"sayang lo selalu karna gga dda yang bsa gantiin lo walaupun lo bkan milik aku lgi aku kan tetep sayang sama lo ,, aku lebih sayang sma lo dibandingin rsa sayang aku ke cowo gw"
fear,"Iseng iseng ngetes semua perangkat elektromagnetik dirumah, dan ternyata radiasi komputer, laptop, tv, hp itu tinggi ya Mendadak jadi parno karena tau bahaya radiasi itu besar tapi gimana lagi kita"
happy,"Ketika saya digombali murid saya, ""ibu cantik og bu,"" lalu saya salting dan eumph jawab kamu juga cantik kok.. Lalu emph.. Dibilang masih muda dan saya makin speechless.."
anger,atuh kristen jahat lo mah mampus mah ke neraka lo am laki lo penipuan aja korup bangga najisssin banget lo sialan .aku nikah sm duda tajir mapan ga  undang lo catat liat aja .aku dendem sm kata2 lo sepupu iblis cln penghuni neraka
anger,"Baca DM saya, scroll message di tgl 4juli, saya sudah kirim bukti resi untuk pengembalian ongkir. Tolonh dong sistemnya di perbaiki jangan tanya terus2an pdhl sya sudah kasih data lengkap"
sadness,"Saya lagi di perpus UIN, ngantuk sendirian. Sini dong! Barangkali ada yang mau jadi tim sorak-sorak atau mau ngajarin bikin kerangka teori yang sejak 2 bulan lalu ditinggalin begitu saja. Hehe"
love,10-07-2018 Tersenyum & Tertawa itulah sebuah tantangan bagi saya untuk bisa membuat kamu senyum &ketawa lepas. Memang sulit bagi saya untuk melakukan semua itu. Tetapi saya akan berusaha
happy,Pengennya nangis Tapi ga bisa ngeluarin air mata Entah dari pagi pengennya senyum Jadi sampai kebawa ke hati Siang siang di gituin Tetep rasanya enteng
happy,Dimanapun kalian berada. Selalu selipkan do'a untuk para punggawa Super Elja. Happy #PSSday !  ALE !!
happy,Z suka twitter soalny perempuan ji semua temanku dsni Biar mengomel sampe tablengker ndada bahayanya... bahas 'monsteration' juga bebas.. bahas nda puasa juga bebas~~~~~ Di wa mo update status streskan 'monsteration' kt harus pi dl blok semua cowo baru mengupdate
anger," Mak Lampir dibully karena memberantas nyamuk yang tidak pernah tuntas dan selalu gagal menyelamatkan sang penguasa akan tetapi selalu tampil seolah-olah apa gicuuuuu, padahal kita semua sudah tahu dari dulu bahwa ..... aaahhhh sudahlah ........"
happy,Barusan telponan sama temen SD. Dan happy banget dia mau ngasih gue kesempatan untuk melakukan hal yang pengen gue lakuin banget-nget-nget.
happy,"Masih ada yang order dress ke gw, walau ngga di posting di manapun. Bahkan akun shopee aja lagi diliburin. Tapi doi tetep mau order, via DM IG pribadi. Boleh terharu ngga?"
happy,#OldMoneyGakNgerasain pasang rautan pensil yang ada cerminnya di sepatu buat ngintipin 'celana dalam' temen sekolah cewek
happy," Ga ada yang salah kalo dia cuma joget sambil minum minum cantik, kecuali dia clubbing sambil gendong anaknya. Jadi ibu itu ga harus dirumah doang ngurus anak suami, me time sesekali is fine."
sadness,"Ada kawan mengeluh disuruh lanjut S2 sama bapaknya, biaya udah disiapkan, tapi dia nggak mau. Kutanya: bapakmu nggak mau ngangkat anak lagi untuk di-S2-kan? Si kawan tadi cuma nyengir."
anger,"Sebenarnya admin twitter  brp ribu orang si, no resi ditny berulangkali!! Tu alamat paket dan struk beda ama yang di input pas tracking, alias paket nyasar!!!"
anger,"Kesel sekesel keselnya soal kasis Via Vallen. Kenapa dia yang berani speak up malah dihujat? Yg ikut menghujat sesama perempuan pula! Sedih rasanya kok ya cewek2 ini nyuruh si via vallen diem aja. Ini pelecehan loh, harus dilaporin ke polisi kalo perlu!"
sadness,Apalagi buat aku yang suka analisis sikap perilaku orang dan mudah ilfeel bila tidak sesuai penilaianku... Suka lupa kalo diriku ini juga gak lebih baik sikapnya dari orang yang aku ilfeel-in..
sadness,Akhirnya baru ngerasain disaat banyak orang yang sedang jalan di instagram story dan disini gue hanya diam merenungi semester pendek aja wkwk
happy,"Iqra' = bacalah.. Bacalah walau hnya satu kalimat.. siapa tau asik.. eh malah jadi separagraf... Tau"" keasikan udah satu bab.. dan akhirnya satu buku... "
happy,"Antri di bank situasyen: mbak dapet nomor antrian berapa ? 227 buk , ini ambil aja nomor antrian biar cepet ---200 *dalamhati* rejeki anak baik"
happy,"Pertama kami meminta izin untuk berbincang, beliau menjawabnya dengan senyum cerah namun berwibawa. 'Iya mbak, gimana? Coba cerita dulu..' Begitu kira-kira ucapnya drngan ramah. Lalu aku dan temanku bercerita panjang lebar. Tentang tiket, jadwal uas, reschedule. Semua."
sadness,"tadi ke raacha karna bm tomyam nya, tbtb mas2nya yang nyiapin meja bilang ""kok mukanya kaya ga asing?! sering kesini ya"" wkwkwk mas nya tau aja :("
anger,Tolong pak gub n wagub   jangan malu2in umatnya!!!
fear,"/rlt/ minta saran dong, akukan pesen sepatu PO gitu nah biasanya datengnya seminggu 2minggu tapi ini udah lebih dari sebulan sepatunya ga dateng22. yaa belom bayar sih cumakan sepatunya mau aku pake. enaknya tanya gimana sama penjual? mau pesen ke yang lain takut sepatunya dateng."
anger,"Mrk mo ceritain apapun ttglo... toh mrk sbnrnya buka aib dirinya sendiri yaitu : IRI dan ngga mampu pengen jadi kyk lo So, focusing on your path... biarin anjing mengonggong, haters mengonggong"
love,Bila ada yang mencintaimu karena perubahan itu bukan cinta tapi itu perjanjian. Tapi jika ada yang mencintai dirimu karena dirimu yang apa adanya itu baru namanya cinta.
love,"Style kuliah Doyoung kek gini. Simple, gak banyak gaya, tapi itu yang bikin jatuh cinta. Pokoknya Doyoung cocok dengan gaya apa aja. Anak Ekonomi yang tiap hari datang ke prody Sastra Inggris cuma untuk ngejemput gue selesai kuliah. "
love," Dia pun mengendarai mobilnya ke arah lobby dan berhenti tepat di depan kekasihnya yang sedang menantinya. Dia keluar dari mobil, lalu merangkul pundak kekasihnya. ""Ayo masuk, sayang"" ucapnya sambil membuka pintu mobil untuk kekasihnya itu."
anger,"Please help Gmn caranya leave wa grup yang isinya cuma 6 orang, tmn deket kampus ? Ga deket juga, Im faking it. They're so toxic dan niru segala yang kulakukan."
sadness,Terbege lagi adalah tadi. Sudah alarm jam setengah 3 sudah keluar kamar buat bangunin tmn eh temennya ga bangun terus ke kamar lagi eh tidur bangun2 pas adzan subuh. Belom sahur. Oke syap
fear,"Sadarlah kita bahwa kita bukan siapa-siapa dari sekian banyak manusia yang telah, sedang dan akan diciptakan oleh ALLAAH SWT. Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. "
sadness,"Kata salah satu temen, dan merasa ada benarnya juga. Zaman sekarang baik dan dekat itu kalo ada butuh, kecuali kenal lama. Kadang yang kenalnya udah lama gt juga sih, hahaha"
love,"Byk mnm air putih mlm ini y ma, kalau bs tambahkn garam sedikit spy tensi mama naik, abs tuh lgsg istrahat aj lh y, bsk pagi mama check up k dokter spy lbh pst diagnosa n pengobatanny GWS y sayang"
fear,"Gapaham tiap ditempat umum terus sendirian kaya takut aja tiap ada cowo-cowo yang deketin padahal cuma nanya basa-basi atau menyapa atau bilang assalamualaikum, Aing degdegan setengah mati ya Allah"
happy,Saat itulah gue menyadari kekuatan emak dalam mendoakan anaknya. Dia emang pengen salah satu anaknya diranah kesehatan. Mungkin doa gue lebih manjur daripada beliau jadi gue keterima di Ekonomi dan meninggalkan poltekkes bekos gabetah for some reasons
sadness,"Ada berita pendeta yang ngebunuh anak angkatnya kalo ga salah, itu pun korban dalam kondisi hamil, sebelum dibunuh juga diperkosa dulu, miris kali"
love,"Dicintai adalah rezeki. Dicintai orang yang kita cintai adalah rezeki terindah. Sedikit merasa cinta dari insan, itupun sudah cukup membahagiakan. Pastinya amat besar kan cinta pencipta insan."
sadness,Aku sudah merelakan. Terlepas itu adalah sebuah keikhlasan atau bukan. Aku sudah bisa tersenyum melihatmu bersama orang lain. Bukan suatu yang menyakitkan lagi seperti kala itu ku melihatmu bersama orang lain
love,seluruh hidup saya. saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia. bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya. saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui. hanya itu
happy,"Ya gini nih kalau ada siluman bukber, fotonya kaga ada yang bener. Uda di sono paling lama, ditungguin sampe diliatin orang yang pada antre tetep aja anteng ngobrol ketawa ngakak. Ini nih pertemanan jastip terbhaiqq!"
happy,Bener bener ketawa ga habis habis gue Inget aja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon Hrus di puter puter  
love,[C48] setelah eps 6 ini gue makin sayang ke semua trainee kek gue ngeharep mereka semua bisa debut aja gitu gak cuma lolos 12 bcs now I feel like they all deserve that
love,"meruntuhkan egoku bukan suatu hal yang mudah , dengan kasih lembut kau pecahkan kerasnya hatiku , beruntungnya aku dimiliki kamu ."
love," jago masak, tmn2 gue suka banget sm masakan mama wkwk, pengertian bgt, paling enak curhat tuh sama mama, pekaa bgtt selalu tau kalau anaknya lagi kenapa2, gapernah ngekang, jaranggg banget marahin gua tapi kalau adek yang cowo malah dimarahin terus wkwk. Sayang b"
anger," Ya tutup matalah krn. Pejabat bkn cuma pinter tapi tau etika masa dalam satu kabinet main nyerang, berani y berani tapi etika dmna emg kabinet gundul"
love,Kan aku sayang kamu
fear,[askmf] hai ada yang keterima um undip terus pas regist online gbs login gini gak? tmn2 ku sudah pada bisa login semua.... jadi takut
fear,"Iya kalo kita belum lulus terus ada begituan ngeri anjir Apalagi ditanya soal kimia, fisika matematika."
happy,Beautiful summer in Bandung #bandung #cikutra #ensenangbandung #payingrespect
anger,"Baru kali ini nemu temen mau buka bisnis yang sama, terus mau nyontek tapi dia ijin dulu kalo mau plagiat....cuy masio aku gaisok gambar blas tapi ngerti susahnya cari ide buat desain, bayar mahal ke orang. Laah diaa seenak jidatnya nyontek "
anger,"ganteng juga enggak, ih kesel banget liatnya. Katanya ekspresi dingin nya karena bawaan dari karakter di drama but helloo we're in REAL LIFE, di presscon harusnya profesional dong ya. Mau nunjukin karakter di drama, salah lapak bro. kasian Seohyun, poor my baby"
fear,"Terlepas dr agama ttp aja gamau oplas, banyak zonknya. Hasilnya kdang ga bagus dan kelihatan ga natural gitu soalnya ga cocok sm bagian wajah yang ga dioplas. Jadinya takut nyesel. Nanti jatohnya kecanduan dan ngerombak semua. Jd plastic monster dong"
fear,"Tadi lagi asik ngobrol sama temen-temen SMA terus terbersit di pikiran sendiri ""gimana ya aku nanti di alam kubur teman-temanku ini kan hanya fana"" serem banget pikiranku ini"
anger,Ada orang yang niat banget bikin akun gaib cuma buat memaki dan memarahi orang lain. Marah kok melalui akun gaib!!
anger,Bukan tipe orang semacam apa yang ada di kepala langsung dikeluarin nd koar-koar di social media nd bukan juga seperti tere Liye atau pun mario teguh yang bisa mengeluarkan kata-kata bijak nd menginspirasi ketika terpuruk atau pun bahagia. but actually pen koar-koar juga sih
love,"Cinta sejati bukan cinta yang mengutamakan pelukan, ciuman dan pertemuan. Tapi cinta sejati lebih mengutamakan pengabdian, kasih sayang dan perhatian."
sadness,"Lalu ai move to thamrin yekan. Krn bosen sm tanabang yang baju nya begitu begitu bae perasaan. Eh msk thamrin di basement, isi nya semua batik banyak bgt."
sadness,"Sebenarnya sepi itu tidak ada, yang ada hanyalah kondisi lupa. Lupa bahwa tuhan selalu bersamamu . ."
fear,Saya pun sedang belajar untuk menjadi kuat. Memang tidak mudah sekali. Apalagi kedua hal itu (halangan&amp
sadness,"Ketika organisasi menjadi hambatan untuk pulang terlambat kerumah, lantas apa kabarnya tugas kuliah yang datang tidak mengenal waktu? Harus kesana kesini demi contoh tugas. Tak mengeluh hanya tidak mau mengkambing hitamkan organisasi. Yg jelas kuliah tidak seenak ftv"
fear,"*ceritahariini Barusan ketiduran bentar daaan mimpi serem dong. Jadi ceritanya lagi ada camp organisasi SMA gitu di salah satu tempat perkemahan. Yang anehnya related banget sama kehidupan nyata, pertama disitu rame2 kita main volly bareng yang mana emang aku sering volly."
anger,"Ngomongnya sih ayo kita sama sama sampek 12windu lagi atau lebih.. Tp giliran skrng di chat ga balas, di telpon di reject, diajak ketemuan bilang sibuk.. Pokoknya ada deh jutaan alasan kerbaushit-nya.. Kalo mau ngindarin itu bilang aja sih, gausah gitu.. Classic banget anjir"
love,"Lihat aku sayang, yang sudah berjuang menunggu mu datang, menjemputmu pulang. Ingat selalu sayang hati ku kau genggam. Aku tidak akan pergi. Menunggu kamu disini.."
anger,"Bagus Tindakan yang sangat hebat... Sebentar lagi tunjangan hakim,jaksa dan pensiunan naik 300% Yang wiraswasta silahkan gigit jari Hambur2kan utang duit to nyari dukungan. Jokowi: Tunjangan Kinerja TNI-Polri Naik 70 Persen, Cair Juli "
happy,Penyelamat saat laper ya cuma Pop Mie sob. Enaknya bikin nagih dan ga bikin baper. Makanya kuy nyetok Pop Mie dari sekarang biar serunya lanjut terus 
happy,"Ngapain pada rame mikir nyari baju lebaran, emang harus ya? Kalau aq mah tiap hari pake baju lebaran,.. Soalnya kalau pake baju sempitan... Ngaaap.. #iyainajabiarcepet"
fear," Sebenernya aku nggak masalah kalau 'memperlihatkan' isi medsosku from time to time, dengan catatan: ""apapun risikonya, tanggung sendiri"" :) Tapi kalau tukeran username dan password, ada kemungkinan ""pembajakan"" nanti, aku malas."
sadness,"Jadi lokasinya tepat di tengah segara anakan yang tertutup mangrove, kalo siang sekolahnya kerendem air laut yang naik, jadi anak-anak sekolah biasanya pulang copot sepatu mereka. Miris ngeliatnya, sekaligus nampar diri gue pribadi "
anger,"twt tolong coba tatar mereka,biar tau sopan santun jangan songong kurang ajar gitu"
